L_fuse,x_wle,Arw,Art,bw,SM_0,SM_dry,Max_Speed,ROC_Stall,Stall_Speed,Endurance_min,W_total,Result
3.56952333035968,1.06485204903766,6.52604318851595,3.38268114169318,4.83731661847387,0.14544810593779,0.0896577483065177,198.378378378378,51.2617470393482,54.0574136546318,140.511104147835,18.6784909249667,PASS
3.9869821820089,1.03807703995165,6.33380671348137,4.51243872959687,4.85494044390098,0.161742632918886,0.0856763462886906,195.675675675676,50.772300143711,53.2693313668994,138.657331514241,18.8247697370111,PASS
4.0771765299646,1.05702783692122,6.52866829389763,3.49565164957907,4.78690588267747,0.170697682001339,0.096270895822211,197.567567567568,50.9220262740244,54.731321516317,136.814152215241,18.7425732510418,PASS
3.71507992540164,1.03568329966962,6.37124203130603,3.12966543932962,4.88176072418918,0.113397892718016,0.0541361113347554,196.486486486486,51.1095102684466,52.9902915955537,140.286040458897,18.7237859364438,PASS
3.70767897398922,1.05531196693954,6.37053173664341,3.26962508005256,4.85698860760775,0.136632910017664,0.0758154977028733,196.756756756757,51.1158487121592,53.2484652804564,139.953451787844,18.7173710697854,PASS
3.52696265647188,1.05420803385004,6.19976922209791,3.83308971998904,4.83528504545229,0.136523461424486,0.0788255825207441,196.756756756757,51.0842285503606,52.7659538469901,139.654074123863,18.7175240324757,PASS
4.14937793049554,1.04003478227986,6.46662854266903,3.3737181497804,4.84071379478445,0.149289028443192,0.0731605713382987,196.486486486486,50.8510750700841,53.9203235591478,137.688405837185,18.7809713526161,PASS
4.18707336754268,1.03661253035446,6.3477655662015,4.25438762153545,4.75606179612023,0.173639989421645,0.0919685250636179,196.756756756757,50.6901019049793,54.3909392973089,134.986907225167,18.7931417842981,PASS
4.12027790385861,1.05216896634414,6.27527366955961,3.37585531390065,4.80516674040271,0.157859896389866,0.081473520089366,195.945945945946,50.7997766433163,53.4966808496923,136.506530135707,18.771980883137,PASS
3.62505430405412,1.03864992767424,6.2101948616275,3.79991432274798,4.86159855373785,0.125763984589931,0.0654878995552058,196.216216216216,51.0114246239696,52.5637272097049,139.782206585258,18.7455177586724,PASS
3.70413938455755,1.03993541699467,6.34256108272431,4.3735286305506,4.77894501961509,0.149327405830554,0.0853480232398325,197.567567567568,50.9695798870619,54.0176478425639,137.554109063007,18.7302218893719,PASS
4.16209131587068,1.03188122669136,6.21700174931811,3.69267765789091,4.7873762629333,0.14943260712718,0.0710083107399491,195.675675675676,50.6983862395964,53.4713905676125,135.471100201702,18.790107535511,PASS
3.78575694661776,1.06576325050924,6.48071008621396,4.17753093806041,4.81349311315295,0.17617862687871,0.108535904584433,197.837837837838,51.0121666505304,54.229523463134,138.908904901453,18.7431191542807,PASS
3.52496146897439,1.05561711220784,6.30635933443376,3.10995272039689,4.85940601255673,0.122566857493979,0.0686476703478555,197.027027027027,51.2216553052381,52.9060935433856,140.650388885374,18.6840587972126,PASS
