3.918857143	0	0
3.91287698	0.001232283	0
3.894963878	0.004906457	0
3.865223673	0.01094689	0
3.823832694	0.019247756	0
3.771022163	0.029654094	0
3.707105633	0.04197689	0
3.632455306	0.055996929	0
3.547506245	0.071479803	0
3.452763959	0.088164724	0
3.348788816	0.105783307	0
3.236200082	0.124067165	0
3.115675633	0.142732795	0
2.987940449	0.161504291	0
2.85377449	0.180109449	0
2.713984939	0.198272323	0
2.569433959	0.215728386	0
2.421003306	0.232212953	0
2.269617878	0.247469055	0
2.116206367	0.261247126	0
1.961728939	0.273305354	0
1.807153551	0.283413071	0
1.653448122	0.291369961	0
1.501047673	0.296907677	0
1.350751673	0.299300394	0
1.204221673	0.298355394	0
1.062425673	0.294065118	0
0.926304163	0.286486181	0
0.796754612	0.275732087	0
0.674635184	0.261984252	0
0.560745347	0.245473189	0
0.455814041	0.22648626	0
0.360519184	0.205348504	0
0.275452531	0.182411457	0
0.201131429	0.158034252	0
0.137998653	0.132587283	0
0.086414735	0.106414567	0
0.046661837	0.079833583	0
0.018939837	0.053105236	0
0.003370204	0.026448661	0
0	0	0
0.008711633	-0.025284409	0
0.029309143	-0.048489843	0
0.061616204	-0.069567126	0
0.105385918	-0.088482244	0
0.160304776	-0.105182283	0
0.225996571	-0.119640787	0
0.302030245	-0.131838858	0
0.387915918	-0.141776457	0
0.483120612	-0.149483898	0
0.587064408	-0.155025354	0
0.699128041	-0.158506732	0
0.818657102	-0.160056535	0
0.944957959	-0.159856181	0
1.07730951	-0.158106063	0
1.214955429	-0.155040472	0
1.357112	-0.150908937	0
1.502967918	-0.145972244	0
1.652366531	-0.140366535	0
1.804234	-0.133766654	0
1.957128204	-0.126304921	0
2.110120367	-0.118189252	0
2.262285673	-0.109608661	0
2.412691429	-0.100740787	0
2.560416653	-0.091736811	0
2.704556163	-0.082721535	0
2.844208531	-0.073819606	0
2.978511714	-0.065114291	0
3.10662698	-0.05669622	0
3.22775102	-0.048629685	0
3.341119633	-0.040982756	0
3.446015673	-0.033815866	0
3.541772939	-0.027181969	0
3.627776204	-0.021145315	0
3.703476735	-0.015758819	0
3.768384776	-0.011079173	0
3.82208098	-0.00716689	0
3.864212612	-0.004067283	0
3.894501429	-0.001818189	0
3.912759388	-0.000457362	0
3.918857143	0	0
