e,W_total,Stall_Speed,Max_Speed,ROC_Stall,SM_0,SM_dry,Result
0.5,19.1015062273296,50.1235375256205,214.324324324324,72.5275179275918,0.0201420184703278,-0.0702084704235869,FAIL
0.51,19.1015062273296,50.1235375256205,214.324324324324,72.6611396653991,0.0209287309777222,-0.0694217579161925,FAIL
0.52,19.1015062273296,50.1235375256205,214.324324324324,72.7896667142784,0.0216990197920032,-0.0686514691019116,FAIL
0.53,19.1015062273296,50.1235375256205,214.594594594595,72.913386305554,0.0224533939006503,-0.0678970949932645,FAIL
0.54,19.1015062273296,50.1235375256205,214.594594594595,73.0325644321768,0.0231923414741152,-0.0671581474197995,FAIL
0.55,19.1015062273296,50.1235375256205,214.594594594595,73.1474477779789,0.0239163309192931,-0.0664341579746216,FAIL
0.56,19.1015062273296,50.1235375256205,214.594594594595,73.2582654402891,0.0246258118696586,-0.0657246770242561,FAIL
0.57,19.1015062273296,50.1235375256205,214.594594594595,73.3652304712836,0.0253212161164682,-0.0650292727774465,FAIL
0.58,19.1015062273296,50.1235375256205,214.594594594595,73.4685412599457,0.0260029584850775,-0.0643475304088372,FAIL
0.59,19.1015062273296,50.1235375256205,214.594594594595,73.5683827735426,0.0266714376601146,-0.0636790512338001,FAIL
0.6,19.1015062273296,50.1235375256205,214.594594594595,73.6649276750051,0.0273270369629556,-0.0630234519309592,FAIL
0.61,19.1015062273296,50.1235375256205,214.594594594595,73.7583373304508,0.0279701250846888,-0.062380363809226,FAIL
0.62,19.1015062273296,50.1235375256205,214.594594594595,73.8487627192492,0.0286010567775138,-0.0617494321164009,FAIL
0.63,19.1015062273296,50.1235375256205,214.594594594595,73.9363452574566,0.0292201735072971,-0.0611303153866176,FAIL
0.64,19.1015062273296,50.1235375256205,214.594594594595,74.0212175440938,0.0298278040698101,-0.0605226848241046,FAIL
0.65,19.1015062273296,50.1235375256205,214.864864864865,74.1035040385736,0.0304242651729824,-0.0599262237209324,FAIL
0.66,19.1015062273296,50.1235375256205,214.864864864865,74.1833216765787,0.0310098619873398,-0.0593406269065749,FAIL
0.67,19.1015062273296,50.1235375256205,214.864864864865,74.2607804308192,0.031584888666634,-0.0587656002272807,FAIL
0.68,19.1015062273296,50.1235375256205,214.864864864865,74.3359838223421,0.0321496288405348,-0.0582008600533799,FAIL
0.69,19.1015062273296,50.1235375256205,214.864864864865,74.4090293874075,0.0327043560811132,-0.0576461328128015,FAIL
0.7,19.1015062273296,50.1235375256205,214.864864864865,74.4800091043744,0.0332493343447313,-0.0571011545491834,FAIL
0.71,19.1015062273296,50.1235375256205,214.864864864865,74.5490097845364,0.0337848183908371,-0.0565656705030776,FAIL
0.72,19.1015062273296,50.1235375256205,214.864864864865,74.6161134304116,0.0343110541790607,-0.0560394347148541,FAIL
0.73,19.1015062273296,50.1235375256205,214.864864864865,74.6813975646068,0.0348282792459119,-0.0555222096480028,FAIL
0.74,19.1015062273296,50.1235375256205,214.864864864865,74.7449355320374,0.0353367230622916,-0.0550137658316231,FAIL
0.75,19.1015062273296,50.1235375256205,214.864864864865,74.8067967779899,0.0358366073729466,-0.0545138815209681,FAIL
0.76,19.1015062273296,50.1235375256205,214.864864864865,74.8670471042503,0.0363281465189258,-0.0540223423749889,FAIL
0.77,19.1015062273296,50.1235375256205,214.864864864865,74.9257489052923,0.0368115477440173,-0.0535389411498974,FAIL
0.78,19.1015062273296,50.1235375256205,214.864864864865,74.9829613863132,0.0372870114860941,-0.0530634774078206,FAIL
0.79,19.1015062273296,50.1235375256205,214.864864864865,75.0387407647259,0.0377547316542219,-0.0525957572396928,FAIL
0.8,19.1015062273296,50.1235375256205,214.864864864865,75.0931404565532,0.0382148958923391,-0.0521355930015757,FAIL
0.81,19.1015062273296,50.1235375256205,214.864864864865,75.1462112490295,0.0386676858302575,-0.0516828030636572,FAIL
0.82,19.1015062273296,50.1235375256205,214.864864864865,75.1980014605851,0.0391132773226954,-0.0512372115712193,FAIL
0.83,19.1015062273296,50.1235375256205,214.864864864865,75.2485570892786,0.0395518406769975,-0.0507986482169173,FAIL
0.84,19.1015062273296,50.1235375256205,214.864864864865,75.2979219506377,0.039983540870164,-0.0503669480237507,FAIL
0.85,19.1015062273296,50.1235375256205,214.864864864865,75.3461378057812,0.0404085377557718,-0.0499419511381429,FAIL
0.86,19.1015062273296,50.1235375256205,215.135135135135,75.3932444806127,0.0408269862613286,-0.0495235026325861,FAIL
0.87,19.1015062273296,50.1235375256205,215.135135135135,75.4392799768032,0.0412390365765751,-0.0491114523173396,FAIL
0.88,19.1015062273296,50.1235375256205,215.135135135135,75.4842805752168,0.0416448343332163,-0.0487056545606984,FAIL
0.89,19.1015062273296,50.1235375256205,215.135135135135,75.5282809323711,0.0420445207765303,-0.0483059681173844,FAIL
0.9,19.1015062273296,50.1235375256205,215.135135135135,75.5713141704766,0.0424382329292841,-0.0479122559646307,FAIL
0.91,19.1015062273296,50.1235375256205,215.135135135135,75.613411961546,0.0428261037483514,-0.0475243851455633,FAIL
0.92,19.1015062273296,50.1235375256205,215.135135135135,75.6546046060259,0.0432082622744124,-0.0471422266195023,FAIL
0.93,19.1015062273296,50.1235375256205,215.135135135135,75.6949211063625,0.0435848337750874,-0.0467656551188274,FAIL
0.94,19.1015062273296,50.1235375256205,215.135135135135,75.7343892358779,0.0439559398818377,-0.0463945490120771,FAIL
0.95,19.1015062273296,50.1235375256205,215.135135135135,75.7730356033025,0.044321698720949,-0.0460287901729657,FAIL
0.96,19.1015062273296,50.1235375256205,215.135135135135,75.8108857132803,0.0446822250388943,-0.0456682638550204,FAIL
0.97,19.1015062273296,50.1235375256205,215.135135135135,75.8479640231368,0.0450376303223529,-0.0453128585715619,FAIL
0.98,19.1015062273296,50.1235375256205,215.135135135135,75.8842939961768,0.0453880229131524,-0.0449624659807624,FAIL
0.99,19.1015062273296,50.1235375256205,215.135135135135,75.9198981517571,0.0457335081183809,-0.0446169807755338,FAIL
1,19.1015062273296,50.1235375256205,215.135135135135,75.9547981123589,0.0460741883159053,-0.0442763005780095,FAIL
