L_fuse,W_total,Stall_Speed,Max_Speed,ROC_Stall,SM_0,SM_dry,Result
3.611,19.3787991639206,50.4860435933171,214.594594594595,73.9129413338356,-0.0382974557338335,-0.0970767237335127,FAIL
3.612,19.3789700731822,50.4862662209767,214.594594594595,73.9122638024381,-0.0381791553422482,-0.0969617499205401,FAIL
3.613,19.3791409803374,50.4864888449108,214.594594594595,73.9115861859216,-0.0380608649629548,-0.0968467880565751,FAIL
3.614,19.379311885387,50.4867114651205,214.594594594595,73.910908484429,-0.0379425845954514,-0.0967318381409316,FAIL
3.615,19.3794827883318,50.4869340816068,214.594594594595,73.9102306981029,-0.0378243142392352,-0.0966169001729231,FAIL
3.616,19.3796536891724,50.4871566943707,214.594594594595,73.9095528270855,-0.0377060538938029,-0.096501974151864,FAIL
3.617,19.3798245879097,50.4873793034133,214.594594594595,73.908874871519,-0.0375878035586527,-0.0963870600770678,FAIL
3.618,19.3799954845445,50.4876019087357,214.594594594595,73.9081968315451,-0.0374695632332817,-0.0962721579478492,FAIL
3.619,19.3801663790774,50.4878245103387,214.594594594595,73.9075187073055,-0.0373513329171881,-0.0961572677635223,FAIL
3.62,19.3803372715092,50.4880471082236,214.594594594595,73.9068404989413,-0.0372331126098705,-0.0960423895234028,FAIL
3.621,19.3805081618408,50.4882697023913,214.594594594595,73.9061622065936,-0.0371149023108259,-0.0959275232268044,FAIL
3.622,19.3806790500728,50.4884922928429,214.594594594595,73.9054838304031,-0.0369967020195523,-0.0958126688730422,FAIL
3.623,19.380849936206,50.4887148795794,214.594594594595,73.9048053705103,-0.0368785117355486,-0.0956978264614313,FAIL
3.624,19.3810208202412,50.4889374626019,214.594594594595,73.9041268270554,-0.0367603314583126,-0.0955829959912871,FAIL
3.625,19.3811917021791,50.4891600419113,214.594594594595,73.9034482001783,-0.036642161187344,-0.0954681774619256,FAIL
3.626,19.3813625820206,50.4893826175087,214.594594594595,73.9027694900187,-0.0365240009221396,-0.0953533708726608,FAIL
3.627,19.3815334597662,50.4896051893952,214.594594594595,73.9020906967161,-0.0364058506621995,-0.0952385762228095,FAIL
3.628,19.3817043354169,50.4898277575718,214.594594594595,73.9014118204096,-0.0362877104070223,-0.0951237935116872,FAIL
3.629,19.3818752089733,50.4900503220395,214.594594594595,73.9007328612381,-0.0361695801561059,-0.09500902273861,FAIL
3.63,19.3820460804362,50.4902728827993,214.594594594595,73.9000538193403,-0.0360514599089505,-0.0948942639028942,FAIL
3.631,19.3822169498063,50.4904954398523,214.594594594595,73.8993746948545,-0.0359333496650555,-0.0947795170038558,FAIL
3.632,19.3823878170845,50.4907179931994,214.594594594595,73.8986954879188,-0.0358152494239192,-0.0946647820408113,FAIL
3.633,19.3825586822715,50.4909405428419,214.594594594595,73.8980161986711,-0.0356971591850418,-0.0945500590130777,FAIL
3.634,19.3827295453679,50.4911630887806,214.594594594595,73.8973368272491,-0.0355790789479221,-0.0944353479199714,FAIL
3.635,19.3829004063747,50.4913856310165,214.594594594595,73.89665737379,-0.0354610087120604,-0.094320648760809,FAIL
3.636,19.3830712652924,50.4916081695508,214.594594594595,73.895977838431,-0.035342948476956,-0.0942059615349079,FAIL
3.637,19.383242122122,50.4918307043845,214.594594594595,73.8952982213089,-0.0352248982421093,-0.0940912862415855,FAIL
3.638,19.383412976864,50.4920532355185,214.594594594595,73.8946185225603,-0.0351068580070191,-0.0939766228801586,FAIL
3.639,19.3835838295194,50.492275762954,214.594594594595,73.8939387423214,-0.0349888277711873,-0.0938619714499455,FAIL
3.64,19.3837546800887,50.4924982866918,214.594594594595,73.8932588807285,-0.0348708075341129,-0.0937473319502633,FAIL
3.641,19.3839255285729,50.4927208067331,214.594594594595,73.8925789379172,-0.0347527972952967,-0.09363270438043,FAIL
3.642,19.3840963749726,50.4929433230789,214.594594594595,73.8918989140232,-0.0346347970542388,-0.0935180887397636,FAIL
3.643,19.3842672192885,50.4931658357302,214.594594594595,73.8912188091818,-0.0345168068104401,-0.0934034850275824,FAIL
3.644,19.3844380615215,50.493388344688,214.594594594595,73.8905386235279,-0.0343988265634012,-0.0932888932432039,FAIL
3.645,19.3846089016722,50.4936108499534,214.594594594595,73.8898583571966,-0.0342808563126226,-0.0931743133859476,FAIL
3.646,19.3847797397415,50.4938333515274,214.594594594595,73.8891780103222,-0.0341628960576055,-0.0930597454551312,FAIL
3.647,19.38495057573,50.4940558494109,214.594594594595,73.8884975830392,-0.0340449457978508,-0.0929451894500736,FAIL
3.648,19.3851214096386,50.4942783436051,214.594594594595,73.8878170754815,-0.0339270055328601,-0.0928306453700947,FAIL
3.649,19.3852922414679,50.4945008341109,214.594594594595,73.887136487783,-0.0338090752621341,-0.0927161132145115,FAIL
3.65,19.3854630712187,50.4947233209293,214.594594594595,73.8864558200772,-0.0336911549851743,-0.0926015929826454,FAIL
3.651,19.3856338988917,50.4949458040614,214.594594594595,73.8857750724975,-0.0335732447014819,-0.0924870846738137,FAIL
3.652,19.3858047244878,50.4951682835083,214.594594594595,73.8850942451769,-0.0334553444105592,-0.0923725882873373,FAIL
3.653,19.3859755480076,50.4953907592708,214.594594594595,73.8844133382483,-0.0333374541119075,-0.0922581038225353,FAIL
3.654,19.3861463694519,50.4956132313501,214.594594594595,73.8837323518442,-0.0332195738050287,-0.0921436312787278,FAIL
3.655,19.3863171888214,50.4958356997471,214.594594594595,73.8830512860969,-0.0331017034894245,-0.0920291706552341,FAIL
3.656,19.3864880061169,50.4960581644629,214.594594594595,73.8823701411386,-0.0329838431645978,-0.0919147219513752,FAIL
3.657,19.3866588213391,50.4962806254984,214.594594594595,73.881688917101,-0.0328659928300495,-0.0918002851664705,FAIL
3.658,19.3868296344887,50.4965030828548,214.594594594595,73.8810076141158,-0.0327481524852827,-0.091685860299841,FAIL
3.659,19.3870004455666,50.496725536533,214.594594594595,73.8803262323144,-0.0326303221298002,-0.0915714473508066,FAIL
3.66,19.3871712545734,50.496947986534,214.594594594595,73.8796447718277,-0.0325125017631034,-0.0914570463186885,FAIL
3.661,19.3873420615099,50.4971704328589,214.594594594595,73.8789632327868,-0.0323946913846956,-0.091342657202807,FAIL
3.662,19.3875128663768,50.4973928755086,214.594594594595,73.8782816153222,-0.0322768909940792,-0.0912282800024836,FAIL
3.663,19.3876836691748,50.4976153144841,214.594594594595,73.8775999195643,-0.0321591005907579,-0.0911139147170396,FAIL
3.664,19.3878544699048,50.4978377497866,214.594594594595,73.8769181456432,-0.032041320174234,-0.0909995613457957,FAIL
3.665,19.3880252685674,50.4980601814169,214.594594594595,73.8762362936889,-0.0319235497440098,-0.090885219888073,FAIL
3.666,19.3881960651634,50.4982826093762,214.594594594595,73.8755543638311,-0.0318057892995901,-0.0907708903431944,FAIL
3.667,19.3883668596936,50.4985050336653,214.594594594595,73.874872356199,-0.0316880388404777,-0.0906565727104811,FAIL
3.668,19.3885376521585,50.4987274542854,214.594594594595,73.8741902709221,-0.0315702983661745,-0.0905422669892538,FAIL
3.669,19.3887084425591,50.4989498712374,214.594594594595,73.8735081081291,-0.031452567876186,-0.0904279731788359,FAIL
3.67,19.388879230896,50.4991722845224,214.594594594595,73.8728258679488,-0.0313348473700159,-0.0903136912785494,FAIL
3.671,19.38905001717,50.4993946941413,214.594594594595,73.8721435505097,-0.0312171368471663,-0.0901994212877161,FAIL
3.672,19.3892208013818,50.4996171000952,214.594594594595,73.87146115594,-0.0310994363071422,-0.0900851632056587,FAIL
3.673,19.3893915835322,50.499839502385,214.594594594595,73.8707786843677,-0.0309817457494477,-0.0899709170317001,FAIL
3.674,19.3895623636218,50.5000619010118,214.594594594595,73.8700961359207,-0.0308640651735862,-0.0898566827651629,FAIL
3.675,19.3897331416514,50.5002842959766,214.594594594595,73.8694135107263,-0.0307463945790626,-0.0897424604053697,FAIL
3.676,19.3899039176218,50.5005066872804,214.594594594595,73.868730808912,-0.0306287339653809,-0.0896282499516442,FAIL
3.677,19.3900746915337,50.5007290749241,214.594594594595,73.8680480306048,-0.0305110833320456,-0.0895140514033087,FAIL
3.678,19.3902454633878,50.5009514589089,214.594594594595,73.8673651759315,-0.0303934426785609,-0.0893998647596875,FAIL
3.679,19.3904162331848,50.5011738392356,214.594594594595,73.8666822450187,-0.0302758120044325,-0.089285690020104,FAIL
3.68,19.3905870009256,50.5013962159054,214.594594594595,73.8659992379929,-0.0301581913091641,-0.089171527183881,FAIL
3.681,19.3907577666107,50.5016185889191,214.594594594595,73.8653161549801,-0.0300405805922608,-0.0890573762503433,FAIL
3.682,19.390928530241,50.5018409582778,214.594594594595,73.8646329961062,-0.0299229798532279,-0.088943237218814,FAIL
3.683,19.3910992918172,50.5020633239826,214.594594594595,73.863949761497,-0.0298053890915704,-0.0888291100886183,FAIL
3.684,19.39127005134,50.5022856860343,214.594594594595,73.8632664512778,-0.0296878083067933,-0.0887149948590789,FAIL
3.685,19.3914408088102,50.5025080444341,214.594594594595,73.862583065574,-0.0295702374984024,-0.0886008915295218,FAIL
3.686,19.3916115642284,50.5027303991829,214.594594594595,73.8618996045104,-0.029452676665903,-0.0884868000992708,FAIL
3.687,19.3917823175954,50.5029527502817,214.594594594595,73.8612160682118,-0.0293351258088003,-0.0883727205676506,FAIL
3.688,19.391953068912,50.5031750977314,214.594594594595,73.8605324568029,-0.0292175849266004,-0.0882586529339862,FAIL
3.689,19.3921238181789,50.5033974415332,214.594594594595,73.8598487704078,-0.0291000540188092,-0.0881445971976021,FAIL
3.69,19.3922945653967,50.503619781688,214.594594594595,73.8591650091507,-0.0289825330849318,-0.0880305533578238,FAIL
3.691,19.3924653105663,50.5038421181968,214.594594594595,73.8584811731554,-0.0288650221244752,-0.087916521413977,FAIL
3.692,19.3926360536883,50.5040644510606,214.594594594595,73.8577972625456,-0.028747521136945,-0.0878025013653868,FAIL
3.693,19.3928067947635,50.5042867802803,214.594594594595,73.8571132774446,-0.0286300301218475,-0.0876884932113784,FAIL
3.694,19.3929775337926,50.5045091058571,214.594594594595,73.8564292179757,-0.0285125490786892,-0.0875744969512782,FAIL
3.695,19.3931482707764,50.5047314277918,214.594594594595,73.8557450842617,-0.0283950780069758,-0.087460512584411,FAIL
3.696,19.3933190057155,50.5049537460855,214.594594594595,73.8550608764255,-0.028277616906215,-0.0873465401101039,FAIL
3.697,19.3934897386107,50.5051760607392,214.594594594595,73.8543765945894,-0.0281601657759131,-0.0872325795276829,FAIL
3.698,19.3936604694627,50.5053983717539,214.594594594595,73.8536922388759,-0.0280427246155764,-0.087118630836474,FAIL
3.699,19.3938311982722,50.5056206791305,214.594594594595,73.8530078094069,-0.0279252934247124,-0.0870046940358035,FAIL
3.7,19.3940019250401,50.50584298287,214.594594594595,73.8523233063044,-0.0278078722028277,-0.0868907691249986,FAIL
3.701,19.3941726497669,50.5060652829735,214.594594594595,73.8516387296899,-0.0276904609494298,-0.0867768561033855,FAIL
3.702,19.3943433724534,50.5062875794419,214.594594594595,73.8509540796848,-0.0275730596640256,-0.0866629549702911,FAIL
3.703,19.3945140931004,50.5065098722762,214.594594594595,73.8502693564104,-0.0274556683461228,-0.0865490657250433,FAIL
3.704,19.3946848117085,50.5067321614774,214.594594594595,73.8495845599874,-0.027338286995228,-0.0864351883669676,FAIL
3.705,19.3948555282785,50.5069544470466,214.594594594595,73.8488996905369,-0.0272209156108503,-0.0863213228953932,FAIL
3.706,19.3950262428111,50.5071767289846,214.594594594595,73.8482147481791,-0.0271035541924961,-0.0862074693096465,FAIL
3.707,19.3951969553071,50.5073990072925,214.594594594595,73.8475297330345,-0.0269862027396737,-0.0860936276090555,FAIL
3.708,19.3953676657671,50.5076212819713,214.594594594595,73.8468446452231,-0.0268688612518908,-0.0859797977929477,FAIL
3.709,19.3955383741918,50.5078435530219,214.594594594595,73.8461594848647,-0.0267515297286552,-0.085865979860651,FAIL
3.71,19.3957090805821,50.5080658204453,214.594594594595,73.8454742520792,-0.026634208169476,-0.0857521738114938,FAIL
3.711,19.3958797849386,50.5082880842426,214.594594594595,73.8447889469858,-0.0265168965738604,-0.0856383796448041,FAIL
3.712,19.396050487262,50.5085103444147,214.594594594595,73.8441035697037,-0.0263995949413173,-0.0855245973599106,FAIL
3.713,19.396221187553,50.5087326009626,214.594594594595,73.8434181203521,-0.0262823032713547,-0.0854108269561413,FAIL
3.714,19.3963918858125,50.5089548538872,214.594594594595,73.8427325990497,-0.0261650215634811,-0.0852970684328244,FAIL
3.715,19.396562582041,50.5091771031896,214.324324324324,73.8420470059151,-0.0260477498172064,-0.0851833217892902,FAIL
3.716,19.3967332762393,50.5093993488708,214.324324324324,73.8413613410665,-0.0259304880320377,-0.0850695870248663,FAIL
3.717,19.3969039684082,50.5096215909317,214.324324324324,73.8406756046223,-0.025813236207485,-0.0849558641388822,FAIL
3.718,19.3970746585483,50.5098438293733,214.324324324324,73.8399897967003,-0.025695994343057,-0.0848421531306676,FAIL
3.719,19.3972453466604,50.5100660641966,214.324324324324,73.8393039174182,-0.025578762438263,-0.0847284539995505,FAIL
3.72,19.3974160327452,50.5102882954025,214.324324324324,73.8386179668935,-0.0254615404926117,-0.0846147667448623,FAIL
3.721,19.3975867168033,50.5105105229922,214.324324324324,73.8379319452436,-0.0253443285056125,-0.0845010913659311,FAIL
3.722,19.3977573988356,50.5107327469664,214.324324324324,73.8372458525855,-0.0252271264767756,-0.0843874278620875,FAIL
3.723,19.3979280788427,50.5109549673263,214.324324324324,73.8365596890362,-0.0251099344056096,-0.0842737762326607,FAIL
3.724,19.3980987568253,50.5111771840727,214.324324324324,73.8358734547122,-0.0249927522916249,-0.0841601364769821,FAIL
3.725,19.3982694327842,50.5113993972068,214.324324324324,73.8351871497301,-0.0248755801343311,-0.0840465085943805,FAIL
3.726,19.3984401067201,50.5116216067294,214.324324324324,73.834500774206,-0.0247584179332374,-0.0839328925841869,FAIL
3.727,19.3986107786337,50.5118438126415,214.324324324324,73.8338143282561,-0.0246412656878553,-0.0838192884457326,FAIL
3.728,19.3987814485257,50.5120660149441,214.324324324324,73.8331278119961,-0.0245241233976929,-0.0837056961783469,FAIL
3.729,19.3989521163967,50.5122882136382,214.324324324324,73.8324412255417,-0.0244069910622621,-0.0835921157813614,FAIL
3.73,19.3991227822476,50.5125104087247,214.324324324324,73.8317545690084,-0.0242898686810725,-0.0834785472541069,FAIL
3.731,19.3992934460791,50.5127326002047,214.324324324324,73.8310678425112,-0.0241727562536348,-0.0833649905959142,FAIL
3.732,19.3994641078918,50.5129547880791,214.324324324324,73.8303810461653,-0.0240556537794586,-0.0832514458061147,FAIL
3.733,19.3996347676865,50.5131769723488,214.324324324324,73.8296941800854,-0.0239385612580557,-0.0831379128840404,FAIL
3.734,19.3998054254638,50.513399153015,214.324324324324,73.8290072443861,-0.0238214786889362,-0.0830243918290218,FAIL
3.735,19.3999760812245,50.5136213300784,214.324324324324,73.8283202391818,-0.0237044060716118,-0.0829108826403916,FAIL
3.736,19.4001467349694,50.5138435035401,214.324324324324,73.8276331645867,-0.0235873434055921,-0.0827973853174806,FAIL
3.737,19.400317386699,50.5140656734012,214.324324324324,73.8269460207147,-0.0234702906903895,-0.0826838998596212,FAIL
3.738,19.4004880364141,50.5142878396624,214.324324324324,73.8262588076797,-0.0233532479255149,-0.0825704262661465,FAIL
3.739,19.4006586841155,50.5145100023249,214.324324324324,73.8255715255953,-0.0232362151104784,-0.0824569645363865,FAIL
3.74,19.4008293298038,50.5147321613895,214.324324324324,73.8248841745747,-0.0231191922447932,-0.0823435146696756,FAIL
3.741,19.4009999734798,50.5149543168573,214.324324324324,73.8241967547311,-0.0230021793279697,-0.0822300766653454,FAIL
3.742,19.4011706151441,50.5151764687293,214.324324324324,73.8235092661776,-0.0228851763595196,-0.0821166505227292,FAIL
3.743,19.4013412547974,50.5153986170063,214.324324324324,73.8228217090268,-0.0227681833389547,-0.0820032362411589,FAIL
3.744,19.4015118924406,50.5156207616894,214.324324324324,73.8221340833914,-0.0226512002657869,-0.0818898338199679,FAIL
3.745,19.4016825280742,50.5158429027795,214.324324324324,73.8214463893837,-0.0225342271395286,-0.0817764432584897,FAIL
3.746,19.401853161699,50.5160650402776,214.324324324324,73.8207586271159,-0.0224172639596912,-0.0816630645560571,FAIL
3.747,19.4020237933156,50.5162871741846,214.324324324324,73.8200707966999,-0.0223003107257874,-0.0815496977120035,FAIL
3.748,19.4021944229249,50.5165093045016,214.324324324324,73.8193828982476,-0.0221833674373287,-0.0814363427256624,FAIL
3.749,19.4023650505275,50.5167314312295,214.324324324324,73.8186949318703,-0.0220664340938281,-0.0813229995963676,FAIL
3.75,19.402535676124,50.5169535543693,214.324324324324,73.8180068976797,-0.0219495106947986,-0.0812096683234532,FAIL
3.751,19.4027062997153,50.5171756739218,214.324324324324,73.8173187957867,-0.0218325972397513,-0.0810963489062524,FAIL
3.752,19.402876921302,50.5173977898882,214.324324324324,73.8166306263024,-0.0217156937281999,-0.0809830413440998,FAIL
3.753,19.4030475408848,50.5176199022693,214.324324324324,73.8159423893376,-0.0215988001596571,-0.0808697456363294,FAIL
3.754,19.4032181584644,50.5178420110661,214.324324324324,73.8152540850028,-0.0214819165336356,-0.080756461782276,FAIL
3.755,19.4033887740415,50.5180641162796,214.324324324324,73.8145657134084,-0.0213650428496488,-0.0806431897812736,FAIL
3.756,19.4035593876169,50.5182862179107,214.324324324324,73.8138772746646,-0.0212481791072096,-0.0805299296326574,FAIL
3.757,19.4037299991912,50.5185083159605,214.324324324324,73.8131887688814,-0.0211313253058312,-0.0804166813357619,FAIL
3.758,19.4039006087651,50.5187304104298,214.324324324324,73.8125001961686,-0.0210144814450267,-0.0803034448899216,FAIL
3.759,19.4040712163393,50.5189525013196,214.324324324324,73.8118115566358,-0.0208976475243104,-0.0801902202944722,FAIL
3.76,19.4042418219146,50.5191745886309,214.324324324324,73.8111228503923,-0.0207808235431949,-0.0800770075487489,FAIL
3.761,19.4044124254916,50.5193966723646,214.324324324324,73.8104340775475,-0.0206640095011941,-0.0799638066520865,FAIL
3.762,19.4045830270711,50.5196187525217,214.324324324324,73.8097452382104,-0.0205472053978225,-0.0798506176038214,FAIL
3.763,19.4047536266536,50.5198408291032,214.324324324324,73.8090563324897,-0.0204304112325933,-0.0797374404032889,FAIL
3.764,19.40492422424,50.52006290211,214.324324324324,73.8083673604941,-0.02031362700502,-0.0796242750498242,FAIL
3.765,19.405094819831,50.5202849715431,214.324324324324,73.8076783223321,-0.020196852714618,-0.079511121542764,FAIL
3.766,19.4052654134271,50.5205070374034,214.324324324324,73.8069892181118,-0.020080088360901,-0.0793979798814438,FAIL
3.767,19.4054360050292,50.5207290996919,214.324324324324,73.8063000479414,-0.0199633339433825,-0.0792848500652003,FAIL
3.768,19.4056065946379,50.5209511584095,214.324324324324,73.8056108119288,-0.019846589461578,-0.0791717320933699,FAIL
3.769,19.405777182254,50.5211732135573,214.324324324324,73.8049215101815,-0.0197298549150008,-0.079058625965288,FAIL
3.77,19.405947767878,50.5213952651361,214.324324324324,73.8042321428072,-0.0196131303031674,-0.0789455316802929,FAIL
3.771,19.4061183515108,50.5216173131468,214.324324324324,73.8035427099131,-0.019496415625591,-0.0788324492377204,FAIL
3.772,19.406288933153,50.5218393575906,214.324324324324,73.8028532116063,-0.0193797108817861,-0.0787193786369069,FAIL
3.773,19.4064595128053,50.5220613984682,214.324324324324,73.8021636479938,-0.019263016071269,-0.07860631987719,FAIL
3.774,19.4066300904684,50.5222834357807,214.324324324324,73.8014740191823,-0.0191463311935542,-0.0784932729579075,FAIL
3.775,19.406800666143,50.5225054695291,214.324324324324,73.8007843252782,-0.0190296562481566,-0.0783802378783961,FAIL
3.776,19.4069712398298,50.5227274997142,214.324324324324,73.8000945663881,-0.0189129912345921,-0.0782672146379937,FAIL
3.777,19.4071418115295,50.522949526337,214.324324324324,73.7994047426181,-0.0187963361523749,-0.0781542032360374,FAIL
3.778,19.4073123812428,50.5231715493985,214.324324324324,73.7987148540741,-0.0186796910010222,-0.0780412036718651,FAIL
3.779,19.4074829489703,50.5233935688996,214.324324324324,73.7980249008619,-0.018563055780048,-0.0779282159448146,FAIL
3.78,19.4076535147129,50.5236155848413,214.324324324324,73.7973348830873,-0.0184464304889685,-0.0778152400542244,FAIL
3.781,19.407824078471,50.5238375972244,214.324324324324,73.7966448008556,-0.0183298151272999,-0.077702275999432,FAIL
3.782,19.4079946402456,50.5240596060501,214.324324324324,73.795954654272,-0.0182132096945581,-0.0775893237797761,FAIL
3.783,19.4081652000372,50.5242816113192,214.324324324324,73.7952644434416,-0.0180966141902581,-0.0774763833945953,FAIL
3.784,19.4083357578465,50.5245036130326,214.324324324324,73.7945741684694,-0.0179800286139172,-0.077363454843228,FAIL
3.785,19.4085063136743,50.5247256111913,214.324324324324,73.7938838294599,-0.017863452965051,-0.0772505381250128,FAIL
3.786,19.4086768675212,50.5249476057963,214.324324324324,73.7931934265177,-0.0177468872431761,-0.0771376332392889,FAIL
3.787,19.4088474193879,50.5251695968485,214.324324324324,73.7925029597472,-0.0176303314478083,-0.0770247401853947,FAIL
3.788,19.4090179692751,50.5253915843488,214.324324324324,73.7918124292524,-0.0175137855784647,-0.0769118589626697,FAIL
3.789,19.4091885171835,50.5256135682983,214.324324324324,73.7911218351373,-0.0173972496346627,-0.0767989895704539,FAIL
3.79,19.4093590631138,50.5258355486977,214.324324324324,73.7904311775058,-0.0172807236159175,-0.0766861320080856,FAIL
3.791,19.4095296070666,50.5260575255482,214.324324324324,73.7897404564614,-0.017164207521747,-0.0765732862749049,FAIL
3.792,19.4097001490428,50.5262794988505,214.324324324324,73.7890496721075,-0.0170477013516668,-0.0764604523702511,FAIL
3.793,19.4098706890428,50.5265014686057,214.324324324324,73.7883588245474,-0.0169312051051961,-0.0763476302934646,FAIL
3.794,19.4100412270675,50.5267234348148,214.324324324324,73.7876679138842,-0.0168147187818504,-0.0762348200438849,FAIL
3.795,19.4102117631176,50.5269453974785,214.324324324324,73.7869769402206,-0.016698242381148,-0.0761220216208534,FAIL
3.796,19.4103822971936,50.527167356598,214.324324324324,73.7862859036595,-0.0165817759026051,-0.076009235023708,FAIL
3.797,19.4105528292964,50.5273893121741,214.324324324324,73.7855948043033,-0.01646531934574,-0.075896460251791,FAIL
3.798,19.4107233594265,50.5276112642077,214.324324324324,73.7849036422544,-0.0163488727100706,-0.0757836973044422,FAIL
3.799,19.4108938875847,50.5278332126999,214.324324324324,73.7842124176149,-0.0162324359951136,-0.0756709461810022,FAIL
3.8,19.4110644137717,50.5280551576515,214.324324324324,73.7835211304868,-0.0161160092003874,-0.0755582068808124,FAIL
3.801,19.4112349379881,50.5282770990636,214.324324324324,73.782829780972,-0.0159995923254097,-0.0754454794032129,FAIL
3.802,19.4114054602346,50.5284990369369,214.324324324324,73.782138369172,-0.015883185369699,-0.0753327637475454,FAIL
3.803,19.411575980512,50.5287209712725,214.324324324324,73.7814468951884,-0.015766788332773,-0.0752200599131512,FAIL
3.804,19.4117464988208,50.5289429020713,214.324324324324,73.7807553591223,-0.01565040121415,-0.0751073678993711,FAIL
3.805,19.4119170151618,50.5291648293342,214.324324324324,73.780063761075,-0.0155340240133478,-0.0749946877055471,FAIL
3.806,19.4120875295357,50.5293867530622,214.324324324324,73.7793721011472,-0.0154176567298854,-0.0748820193310202,FAIL
3.807,19.4122580419432,50.5296086732562,214.324324324324,73.7786803794399,-0.015301299363281,-0.0747693627751327,FAIL
3.808,19.4124285523848,50.5298305899172,214.324324324324,73.7779885960534,-0.0151849519130541,-0.0746567180372271,FAIL
3.809,19.4125990608614,50.5300525030461,214.324324324324,73.7772967510884,-0.0150686143787216,-0.0745440851166438,FAIL
3.81,19.4127695673736,50.5302744126437,214.324324324324,73.776604844645,-0.0149522867598043,-0.0744314640127262,FAIL
3.811,19.412940071922,50.5304963187111,214.324324324324,73.7759128768231,-0.0148359690558201,-0.0743188547248166,FAIL
3.812,19.4131105745075,50.5307182212492,214.324324324324,73.7752208477228,-0.0147196612662883,-0.0742062572522569,FAIL
3.813,19.4132810751305,50.5309401202589,214.324324324324,73.7745287574437,-0.0146033633907282,-0.0740936715943906,FAIL
3.814,19.4134515737919,50.5311620157411,214.324324324324,73.7738366060854,-0.0144870754286588,-0.0739810977505593,FAIL
3.815,19.4136220704923,50.5313839076968,214.324324324324,73.7731443937472,-0.0143707973795991,-0.0738685357201061,FAIL
3.816,19.4137925652323,50.531605796127,214.324324324324,73.7724521205284,-0.0142545292430694,-0.0737559855023749,FAIL
3.817,19.4139630580127,50.5318276810324,214.324324324324,73.7717597865279,-0.0141382710185886,-0.0736434470967079,FAIL
3.818,19.4141335488342,50.5320495624141,214.324324324324,73.7710673918445,-0.0140220227056767,-0.0735309205024487,FAIL
3.819,19.4143040376973,50.5322714402731,214.324324324324,73.770374936577,-0.0139057843038533,-0.073418405718941,FAIL
3.82,19.4144745246029,50.5324933146101,214.324324324324,73.7696824208239,-0.0137895558126382,-0.0733059027455277,FAIL
3.821,19.4146450095515,50.5327151854262,214.324324324324,73.7689898446836,-0.0136733372315518,-0.073193411581553,FAIL
3.822,19.4148154925439,50.5329370527223,214.324324324324,73.768297208254,-0.0135571285601137,-0.0730809322263608,FAIL
3.823,19.4149859735807,50.5331589164993,214.324324324324,73.7676045116334,-0.0134409297978442,-0.0729684646792946,FAIL
3.824,19.4151564526626,50.5333807767581,214.324324324324,73.7669117549195,-0.0133247409442636,-0.0728560089396987,FAIL
3.825,19.4153269297903,50.5336026334997,214.324324324324,73.76621893821,-0.0132085619988924,-0.0727435650069174,FAIL
3.826,19.4154974049644,50.533824486725,214.324324324324,73.7655260616023,-0.013092392961251,-0.0726311328802949,FAIL
3.827,19.4156678781857,50.5340463364349,214.324324324324,73.7648331251938,-0.0129762338308603,-0.0725187125591761,FAIL
3.828,19.4158383494548,50.5342681826304,214.054054054054,73.7641401290817,-0.0128600846072403,-0.0724063040429049,FAIL
3.829,19.4160088187724,50.5344900253123,214.054054054054,73.7634470733629,-0.0127439452899124,-0.0722939073308269,FAIL
3.83,19.4161792861391,50.5347118644816,214.054054054054,73.7627539581342,-0.0126278158783969,-0.0721815224222861,FAIL
3.831,19.4163497515557,50.5349337001393,214.054054054054,73.7620607834924,-0.0125116963722161,-0.072069149316629,FAIL
3.832,19.4165202150227,50.5351555322861,214.054054054054,73.7613675495339,-0.0123955867708895,-0.071956788013199,FAIL
3.833,19.416690676541,50.5353773609231,214.054054054054,73.7606742563551,-0.0122794870739391,-0.0718444385113428,FAIL
3.834,19.4168611361111,50.5355991860512,214.054054054054,73.759980904052,-0.0121633972808863,-0.071732100810405,FAIL
3.835,19.4170315937337,50.5358210076713,214.054054054054,73.7592874927207,-0.0120473173912525,-0.071619774909732,FAIL
3.836,19.4172020494095,50.5360428257844,214.054054054054,73.7585940224571,-0.0119312474045593,-0.0715074608086689,FAIL
3.837,19.4173725031392,50.5362646403912,214.054054054054,73.7579004933567,-0.0118151873203272,-0.0713951585065613,FAIL
3.838,19.4175429549234,50.5364864514929,214.054054054054,73.7572069055152,-0.011699137138079,-0.0712828680027552,FAIL
3.839,19.4177134047628,50.5367082590902,214.054054054054,73.7565132590278,-0.0115830968573365,-0.0711705892965975,FAIL
3.84,19.4178838526581,50.5369300631841,214.054054054054,73.7558195539897,-0.0114670664776217,-0.0710583223874346,FAIL
3.841,19.41805429861,50.5371518637756,214.054054054054,73.7551257904959,-0.0113510459984565,-0.0709460672746122,FAIL
3.842,19.4182247426191,50.5373736608655,214.054054054054,73.7544319686413,-0.0112350354193623,-0.0708338239574766,FAIL
3.843,19.4183951846861,50.5375954544547,214.054054054054,73.7537380885205,-0.0111190347398628,-0.070721592435375,FAIL
3.844,19.4185656248116,50.5378172445443,214.054054054054,73.7530441502282,-0.0110030439594782,-0.0706093727076536,FAIL
