L_fuse,Arw,Art,bw,SM_0,SM_dry,Max_Speed,ROC_Stall,Stall_Speed,Endurance_min,W_total,Result
4.92601992012192,1.41642165995014,2.9753005768703,4.99280837003957,0.0306155128016597+0i,-0.0577046007224811+0i,140,40.9790885222816+0i,25.8779385640553,98.9054307629245+0i,21.0101312236043,FAIL
7.51918587307886,9.83812010917009,3.16619703959298,1.81930876373562,1.31720041148296-0.00281538283469887i,0.917276865745539-0.0041819484863334i,219.72972972973,22.890976420879-0.078863786245289i,172.822490422007,37.4071933498497-0.0309223528886661i,17.9132090854788,FAIL
9.57069417325502,7.23532630983684,2.44377773585272,4.76477799185933,-0.0214501286232742+0i,-0.412052996100801+0i,181.891891891892,46.8839171816245+0i,59.5276022838046,112.461990344933+0i,19.8214842505294,FAIL
3.49852312187986,7.78774081132064,6.76779328877575,2.56998271649363,0.349008494462445+0i,0.347510757081017+0i,236.756756756757,46.0355804341142+0i,108.392664081627,68.1213919638031+0i,17.7631863263408,FAIL
1.28163085868232,6.68917639826241,2.38692971628437,9.83940400964542,0.0061165152418817+0i,0.00254808776376594+0i,144.324324324324,46.1683398366555+0i,29.0700806162685,240.908863416273+0i,21.8036691820829,FAIL
4.71006003086108,5.84228378048,2.37855508430884,9.37559737612226,-0.0620498863492508+0i,-0.156357111319254+0i,143.513513513514,44.6904379363395+0i,28.8369277548602,217.542117870659+0i,22.304135873615,FAIL
8.89602010072918,2.42129164469434,3.9933317993278,7.74142679732051,-0.0732049845376156+0i,-0.227131465388002+0i,124.864864864865,40.1539972877501+0i,23.1797745299464,140.373122874904+0i,23.7074862917979,FAIL
2.53806190824053,5.20514745401249,4.28563870347719,4.57494295480397,0.014306117507501+0i,-0.0221883282721925+0i,196.486486486486,49.7652065975688+0i,51.3487229627351,126.809547877907+0i,18.9003478819051,FAIL
9.23848940992531,3.28335118272876,2.74036069956463,10.1959046613884,-0.144903885209633+0i,-0.28921202209748+0i,116.756756756757,39.1750323946751+0i,21.1076484341802,179.203132413992+0i,25.1469937043848,FAIL
5.14935508901367,9.48366110320044,1.78115812927106,3.43801915094708,0.100920423338915+0i,-0.00962135423799926+0i,220.540540540541,48.4087530846477+0i,90.592918272515,90.3993897758954+0i,18.2348095004935,FAIL
6.13512921014985,4.95922689852396,9.61532057284013,6.81354148487131,-0.0132868779489739+0i,-0.19828674565752+0i,158.378378378378,44.9011503406952+0i,35.9642857881818,162.241974434113+0i,21.584743111805,FAIL
2.08127630843646,4.44390236224025,2.3109858510586,7.97225776249153,0.00428197576143854+0i,-0.0268044993373319+0i,143.243243243243,46.4625336256361+0i,28.7999000046224,185.366626323416+0i,21.1471716018678,FAIL
7.79630983349726,10.7271876430551,2.44788912103491,5.34237256795335,0.00328708464065608+0i,-0.32356610403198+0i,189.459459459459,48.4603219352239+0i,64.3370801700251,135.604709684105+0i,19.6325781331939,FAIL
8.21491517967262,3.67022984578291,6.91243694783593,4.11143007100976,0.193186395185965+0i,-0.0814746750017157+0i,177.837837837838,44.5941604087749+0i,49.3041971586205,93.8789461564232+0i,19.9587119471026,FAIL
7.17221964547332,4.79671367736657,9.48430184734993,3.65019292475845,0.332623290017657+0i,0.0490157352980602+0i,193.783783783784,45.9158188113721+0i,62.4766432967969,88.5094915825947+0i,19.3283771986401,FAIL
7.28901856554642,2.93911819790113,5.00663702163024,7.3144127258017,-0.0445861991363767+0i,-0.195698388436554+0i,135.675675675676,41.8940397981687+0i,26.4737540741211,146.980938012985+0i,22.7428615415171,FAIL
1.76605807063779,7.03215247174761,3.24259639561087,4.87756155248587,-0.038647924072896+0i,-0.0238232770640496+0i,199.189189189189,51.3631937932668+0i,55.6428327412299,143.775885486533+0i,18.6727325100826,FAIL
6.30721531327672,12.3470076298456,1.34516391354654,3.89116593990661,-0.0358243304009589+0i,-0.24056316682449+0i,211.081081081081,47.9628175461784+0i,92.0361917102892,99.7869601733121+0i,18.5177084134713,FAIL
3.71972034075269,3.66757529476753,6.70329819553909,7.9402415806307,-0.0126889141857435+0i,-0.0929960110137055+0i,140,43.3736561193218+0i,27.0752107137015,175.566535103096+0i,22.4648880042146,FAIL
5.81952601325144,2.2207705335505,2.38023553861179,7.65291893674436,-0.0237286040908183+0i,-0.116186168002397+0i,125.135135135135,41.9556943190248+0i,22.0321900320167,147.630976254163+0i,22.8211776388801,FAIL
4.00402803049722,10.6618333874205,9.53192986653013,8.26515497786262,-0.0170963288955883+0i,-0.138657805305649+0i,172.972972972973,47.3332943316233+0i,43.1220343806865,228.940308485935+0i,21.2393278228806,FAIL
1.24470741951467,9.58509723040559,4.03080241243808,8.71217017398664,-0.0373948646988825+0i,-0.0222933248996531+0i,165.405405405405,48.5349292105934+0i,38.366925078851,240.715632408455+0i,20.7798466914522,FAIL
2.50212818759538,8.40356959764611,2.28917550899256,8.88100823691774,-0.0320376434972555+0i,-0.06241414742271+0i,160.27027027027,47.7415458800007+0i,35.4596931782142,236.832180496763+0i,21.037923205368,FAIL
2.60632990741377,3.3731395788531,2.36508308635024,5.41159730500561,0.00669398424918155+0i,-0.0413874178756869+0i,163.243243243243,47.661108756336+0i,35.6544459811847,142.997499489067+0i,19.6750656564233,FAIL
8.92000232215957,6.89471917385352,6.11211950617005,2.28802813355713,1.16138858349593-0.00286703539112926i,0.63769850906366-0.00417499260541138i,210.27027027027,37.9394367375697-0.072837346167i,116.906564697577,49.5023967898205-0.0958113390554769i,18.4993347275756,FAIL
4.99559899272684,9.15028317054624,9.83625133124982,4.72297559512413,0.229796962278344+0i,0.0432116231225976+0i,203.783783783784,49.429944336798+0i,66.5216917289981,132.706912091153+0i,19.2307230482652,FAIL
2.03786567498594,4.26137437484078,9.95751850176831,9.037493895527,-0.000610523990515838+0i,-0.0401842556510733+0i,122.702702702703,42.5901899393106+0i,26.0614472038595,186.515787230923+0i,23.2068168718323,FAIL
7.75060954515679,9.81006358754896,9.78132924938124,9.45220969631315,-0.132080081354019+0i,-0.416346239594901+0i,153.783783783784,43.861355014702+0i,37.5721373755336,227.967549825646+0i,22.9191681280544,FAIL
6.76822280281783,11.3504607345623,8.29648589001304,6.9543516047749,0.0742429762233878+0i,-0.222809545014103+0i,179.189189189189,47.6915294672348+0i,52.2154879052375,186.522890077233+0i,20.7095495643935,FAIL
8.71616658220446,3.12589286024401,3.91071550869452,6.05825997527386,-0.0297431270072854+0i,-0.236193165867698+0i,148.918918918919,42.9831275173743+0i,32.1013833031793,127.72714150982+0i,21.569565278475,FAIL
4.53940873455094,4.48777263800042,8.99622863647265,4.25338372604352,0.125079549694934+0i,-0.0120872573067456+0i,191.621621621622,47.4920775515077+0i,51.9139195587399,110.057429157121+0i,19.3677021462176,FAIL
