4.4304	0.005582323	0
4.427813071	0.005945157	0
4.420058543	0.007031063	0
4.407154567	0.008833346	0
4.389130827	0.011339606	0
4.366030276	0.014533465	0
4.337906102	0.018394567	0
4.304824291	0.022898504	0
4.266861969	0.028016969	0
4.224108189	0.033718898	0
4.176662126	0.039969724	0
4.124635512	0.046734055	0
4.06814878	0.05397248	0
4.007334449	0.061645906	0
3.942334724	0.069712795	0
3.873301142	0.078131417	0
3.800394921	0.086858425	0
3.723786181	0.095850394	0
3.643654449	0.105063386	0
3.560186575	0.114453622	0
3.473577126	0.123975	0
3.384029016	0.133583189	0
3.291750433	0.143232165	0
3.196958031	0.152874488	0
3.09987248	0.162462756	0
3.000720984	0.171947795	0
2.899734449	0.181280433	0
2.797149449	0.190408858	0
2.693205157	0.199280276	0
2.588144882	0.207840709	0
2.482212677	0.216034724	0
2.375657559	0.223806535	0
2.268727638	0.231098543	0
2.161672362	0.23785311	0
2.054742441	0.244012717	0
1.948187323	0.249520118	0
1.842255591	0.254319567	0
1.737194843	0.258356575	0
1.633250551	0.261579252	0
1.530665551	0.263939764	0
1.429679449	0.265393346	0
1.33052752	0.265900197	0
1.233441969	0.265426142	0
1.138649567	0.263943307	0
1.046371417	0.261429488	0
0.956822874	0.257870551	0
0.870213425	0.25325937	0
0.786745551	0.247595551	0
0.706613819	0.24088748	0
0.630005079	0.233150236	0
0.557098858	0.224405512	0
0.488065276	0.214682559	0
0.423065551	0.204015039	0
0.36225122	0.19244374	0
0.305764961	0.180011575	0
0.253737874	0.166766457	0
0.206291811	0.152756654	0
0.163538031	0.13803311	0
0.125575709	0.122645433	0
0.092493898	0.106642402	0
0.064369724	0.090070039	0
0.04126874	0.072971339	0
0.023245433	0.055384882	0
0.010341457	0.037343386	0
0.002586929	0.018874843	0
0	0	0
0.002586929	-0.018874843	0
0.010341457	-0.037343386	0
0.023245433	-0.055384882	0
0.04126874	-0.072971339	0
0.064369724	-0.090070039	0
0.092493898	-0.106642402	0
0.125575709	-0.122645433	0
0.163538031	-0.13803311	0
0.206291811	-0.152756654	0
0.253737874	-0.166766457	0
0.305764961	-0.180011575	0
0.36225122	-0.19244374	0
0.423065551	-0.204015039	0
0.488065276	-0.214682559	0
0.557098858	-0.224405512	0
0.630005079	-0.233150236	0
0.706613819	-0.24088748	0
0.786745551	-0.247595551	0
0.870213425	-0.25325937	0
0.956822874	-0.257870551	0
1.046371417	-0.261429488	0
1.138649567	-0.263943307	0
1.233441969	-0.265426142	0
1.33052752	-0.265900197	0
1.429679449	-0.265393346	0
1.530665551	-0.263939764	0
1.633250551	-0.261579252	0
1.737194843	-0.258356575	0
1.842255591	-0.254319567	0
1.948187323	-0.249520118	0
2.054742441	-0.244012717	0
2.161672362	-0.23785311	0
2.268727638	-0.231098543	0
2.375657559	-0.223806535	0
2.482212677	-0.216034724	0
2.588144882	-0.207840709	0
2.693205157	-0.199280276	0
2.797149449	-0.190408858	0
2.899734449	-0.181280433	0
3.000720984	-0.171947795	0
3.09987248	-0.162462756	0
3.196958031	-0.152874488	0
3.291750433	-0.143232165	0
3.384029016	-0.133583189	0
3.473577126	-0.123975	0
3.560186575	-0.114453622	0
3.643654449	-0.105063386	0
3.723786181	-0.095850394	0
3.800394921	-0.086858425	0
3.873301142	-0.078131417	0
3.942334724	-0.069712795	0
4.007334449	-0.061645906	0
4.06814878	-0.05397248	0
4.124635512	-0.046734055	0
4.176662126	-0.039969724	0
4.224108189	-0.033718898	0
4.266861969	-0.028016969	0
4.304824291	-0.022898504	0
4.337906102	-0.018394567	0
4.366030276	-0.014533465	0
4.389130827	-0.011339606	0
4.407154567	-0.008833346	0
4.420058543	-0.007031063	0
4.427813071	-0.005945157	0
4.4304	-0.005582323	0
